"","code","name","min_negotiated_price","max_negotiated_price"
"8996","CPT-92920","prq trluml coronary angioplasty one art/branc",354.04,1351.16
"8997","CPT-92921","prq trluml coronary angioplasty addl branch",25.61,97.74
"8998","CPT-92924","prq trluml coronary angio/atherect one art/br",431.89,1648.26
"8999","CPT-92925","prq trluml coronary angio/atherec addl art/br",23.05,87.97
"9000","CPT-92928","prq trluml coronary stent w/angio one art/brn",406.92,1552.97
"9001","CPT-92929","prq trluml coronary stent w/angio addl art/br",16.77,63.99
"9002","CPT-92933","prq trluml coronry stent/ath/angio one art/br",466.12,1778.92
"9003","CPT-92934","prq trluml coronary stent/ath/angio addl bran",5.12,19.55
"9004","CPT-92937","prq trluml coronary byp grft revasc one vesse",406.69,1552.11
"9005","CPT-92938","prq trluml coronary byp grft revasc addl vess",16.53,63.09
"9006","CPT-92941","prq trluml coronry tot occlus revasc mi one v",467.11,1782.69
"9007","CPT-92943","prq trluml coronry chronic occlus revasc one",466.56,1780.58
"9008","CPT-92944","prq trluml coronry chrnic occlus revasc addl",5.59,21.33
"9009","CPT-92950","cardiopulmonary resuscitation",127.79,487.7
"9010","CPT-92953","temporary transcutaneous pacing",0.73,31.89
"9011","CPT-92960","cardioversion elective arrhythmia external",75.98,308.56
"9012","CPT-92961","cardioversion elective arrhythmia internal sp",178.57,684.71
"9013","CPT-92970","cardioassist-meth circulatory assist internal",124,473.44
"9014","CPT-92971","cardioassist-meth circulatory assist external",65.02,248.16
"9015","CPT-92973","prq transluminal coronary mechanicl thrombect",126.64,483.31
"9016","CPT-92974","tcat placement radj dlvr dev sbsq c iv brachy",110.26,447.03
"9017","CPT-92975","thrombolysis intracoronary nfs slctv angrph",270.02,1030.5
"9018","CPT-92977","thrombolysis coronary intravenous infusion",63.3,630.5
"9019","CPT-92978","endoluminal coronary ivus oct i&r initial ves",58.2,830.42
"9020","CPT-92979","endoluminal coronary ivus oct i&r addl vessel",46.7,499.6
"9021","CPT-92986","prq balloon valvuloplasty aortic valve",984.4,3990.44
"9022","CPT-92987","prq balloon valvuloplasty mitral valve",993.6,4079.6
"9023","CPT-92990","prq balloon valvuloplasty pulmonary valve",850.66,3246.47
"9024","CPT-92997","prq trluml pulmonary art balloon angiop 1 vsl",458.59,1750.17
"9025","CPT-92998","prq trluml pulmonary art balloon angiop ea vs",226.8,865.55
"9026","CPT-93000","ecg routine ecg w/least 12 lds w/i&r",13.76,60.45
"9027","CPT-93005","ecg routine ecg w/least 12 lds trcg only w/o",7.24,45.05
"9028","CPT-93010","ecg routine ecg w/least 12 lds i&r only",6.51,24.86
"9029","CPT-93015","cv strs tst xers&/or rx cont ecg w/si&r",62.27,260.51
"9030","CPT-93016","cv strs tst xers&/or rx cont ecg w/o i&r",17.43,66.5
"9031","CPT-93017","cv strs tst xers&/or rx cont ecg trcg only",31.21,156.69
"9032","CPT-93018","cv strs tst xers&/or rx cont ecg i&r only",11.61,44.32
"9033","CPT-93024","ergonovine provocation tst",35.6,278.74
"9034","CPT-93025","microvolt t-wave assess ventricular arrhythmi",29.63,756.54
"9035","CPT-93040","rhythm ecg 1-3 leads w/interpretation & repor",10.23,39.08
"9036","CPT-93041","rhythm ecg 1-3 leads tracing only w/o i&r",4.83,18.44
"9037","CPT-93042","rhythm ecg 1-3 leads interpretation & reprt o",5.4,21.3
"9038","CPT-93050","art press waveform analys central art pressur",6.51,56.64
"9039","CPT-93224","xtrnl ecg & 48 hr record scan stor w/r&i",78.81,393.82
"9040","CPT-93225","xtrnl ecg & 48 hr recording",23.38,108.64
"9041","CPT-93226","external ecg scanning analysis report",34.32,179.18
"9042","CPT-93227","xtrnl ecg continuous rhythm w/i&r up to 48 hr",21.11,80.58
"9043","CPT-93228","xtrnl mobile cv telemetry w/i&report 30 days",20.47,78.12
"9044","CPT-93229","xtrnl mobile cv telemetry w/technical support",619.57,2364.55
"9045","CPT-93241","external ecg rec>48hr<7d scan alys report r&i",264.96,1011.18
"9046","CPT-93242","external ecg rec>48hr<7d recording",14.75,56.29
"9047","CPT-93243","external ecg rec>48hr<7d scanning alys w/repo",232.04,885.55
"9048","CPT-93244","external ecg rec>48hr<7d review & interpretat",19.92,76.03
"9049","CPT-93245","external ecg rec>7d<15d scan alys report r&i",264.96,1011.18
"9050","CPT-93246","external ecg rec>7d<15d recording",14.75,56.29
"9051","CPT-93247","external ecg rec>7d<15d scanning alys w/repor",232.04,885.55
"9052","CPT-93248","external ecg rec>7d<15d review & interpretati",19.92,76.03
"9053","CPT-93260","prgrmg dev eval implantable subq lead dfb sys",13.92,156.89
"9054","CPT-93261","interrogation eval f2f implant subq lead defi",14.08,145.42
"9055","CPT-93264","remote mntr wireless p-art prs snr up to 30 d",30.08,114.78
"9056","CPT-93268","xtrnl pt activ ecg transmis w/r&i </30 days",194.29,785.39
"9057","CPT-93270","xtrnl pt activated ecg record monitor 30 days",7.88,98.94
"9058","CPT-93271","xtrnl pt activated ecg rec dwnld 30 days",166.81,636.61
"9059","CPT-93272","xtrnl pt activtd ecg dwnld w/r&i </30 days",19.59,77.6
"9060","CPT-93278","signal averaged electrocardiography w/wo ecg",9.98,147.65
"9061","CPT-93279","prgrmg dev eval 1 lead pm/ldls pm 1 car chmbr",14.87,153.88
"9062","CPT-93280","program eval implantable in persn dual ld pac",16.7,177.66
"9063","CPT-93281","program eval implantable in prsn multi ld pac",19.43,207.09
"9064","CPT-93282","prgrmng dev eval implantable in persn 1 ld df",17,190.43
"9065","CPT-93283","prgrmg eval implantable in prsn dual lead dfb",15.59,193.72
"9066","CPT-93284","prgrmg eval implantable in person multi lead",17.75,213.68
"9067","CPT-93285","prgrmg dev eval scrms phys/qhp in person",10.66,100.27
"9068","CPT-93286","peri-px dev eval pm/ldls pm phys/qhp in perso",7.67,64.3
"9069","CPT-93287","peri-px dev eval & prog sing/dual/multi lead",8.63,85.49
"9070","CPT-93288","interrog dev eval pm/ldls pm phys/qhp in pers",10.79,104.13
"9071","CPT-93289","interrog eval f2f 1/dual/mlt leads impltbl df",13.19,157.91
"9072","CPT-93290","interrog dev eval icpms phys/qhp in person",9.03,110.92
"9073","CPT-93291","interrog dev eval scrms phys/qhp in person",9.83,87.55
"9074","CPT-93292","interrogation eval in person wr defibrillator",7.43,78.38
"9075","CPT-93293","transtelephonic rhythm strip pacemaker eval",9.59,135.54
"9076","CPT-93294","rem interrog pm/ldls pm <90 d phys/qhp",20.34,104.13
"9077","CPT-93295","interrogation eval remote </90 d 1/2/mlt ld d",25.68,147.65
"9078","CPT-93296","rem interrog pm/ldls pm/ids <90 d tech review",18,68.68
"9079","CPT-93297","rem interrog icpms <30 d phys/qhp",17.21,65.7
"9080","CPT-93298","rem interrog scrms <30 d phys/qhp",17.46,66.64
"9081","CPT-93303","complete tthrc echo congenital cardiac anomal",42.44,546.64
"9082","CPT-93304","f-up/limited tthrc echo congenital car anomal",24.44,336.92
"9083","CPT-93306","echo tthrc r-t 2d w/wom-mode compl spec&colr",41.94,576.69
"9084","CPT-93307","echo transthorac r-t 2d w/wo m-mode rec comp",30.23,502.45
"9085","CPT-93308","echo transthorc r-t 2d w/wo m-mode rec f-up/l",16.8,246.39
"9086","CPT-93312","echo transesophag r-t 2d w/prb img acquisj i&",75.66,745.72
"9087","CPT-93313","echo r-t 2d w/probe placement only",9.58,120.73
"9088","CPT-93314","echo transesophag r-t 2d img acquisj i&r only",57.65,696.63
"9089","CPT-93315","echo transesophag congen probe plcmt imgng i&",89.38,1148.69
"9090","CPT-93316","echo transesophag congen probe plcmt only",19.03,133.86
"9091","CPT-93317","echo transesophag image acquisj interp&report",65.02,1084.2
"9092","CPT-93318","echo transesophag montr cardiac pump functj",73.05,1762.3
"9093","CPT-93319","3d echo img&pst-pxessing tee/tte cgen car ano",16.99,64.84
"9094","CPT-93320","doppler echocard pulse wave w/spectral displa",12.21,220.47
"9095","CPT-93321","dop echocard pulse wave w/spectral f-up/lmtd",4.83,110.7
"9096","CPT-93325","dop echocard color flow velocity mapping",2.55,306.42
"9097","CPT-93350","echo tthrc r-t 2d w/wo m-mode complete rest&s",41.1,479.66
"9098","CPT-93351","echo tthrc r-t 2d w/wo m-mode rest&strs cont",59.01,589.63
"9099","CPT-93352","use of echo contrast agent during stress echo",21.95,83.76
"9100","CPT-93355","echo tee guid tcat icar/vessel structural int",144.9,552.99
"9101","CPT-93356","myocrd strain img speckle trck assmt myocrd m",8.4,32.07
"9102","CPT-93451","right heart cath o2 saturation & cardiac outp",93.86,2265.36
"9103","CPT-93452","l hrt cath w/njx l ventriculography img s&i",171.38,2469.63
"9104","CPT-93453","r & l hrt cath w/njx l ventriculog img s&i",229.52,3233.31
"9105","CPT-93454","cath placement & njx coronary art angio img s",164.51,2547.31
"9106","CPT-93455","cath plmt & njx coronary art/grft angio img s",191.56,2975.01
"9107","CPT-93456","cath plmt r hrt & arts w/njx & angio img s&i",214.16,3184.8
"9108","CPT-93457","cath plmt r hrt/arts/grfts w/njx&angio img s&",241.8,3611.59
"9109","CPT-93458","cath plmt l hrt & arts w/njx & angio img s&i",203.25,3073.37
"9110","CPT-93459","cath plmt l hrt/arts/grfts wnjx & angio img s",230.3,3391.77
"9111","CPT-93460","r & l hrt cath winjx hrt art& l ventr img",257.61,3622.12
"9112","CPT-93461","r& l hrt cath w/injec hrt art/grft& l vent i",284.93,4159.08
"9113","CPT-93462","left heart cath by transeptal puncture",144.16,550.17
"9114","CPT-93463","medication admin & hemodynamic measurment",76.51,291.98
"9115","CPT-93464","physiologic exercise study & hemodynamic meas",60.73,722.21
"9116","CPT-93503","insertion flow directed catheter for monitori",74.18,391.91
"9117","CPT-93505","endomyocardial biopsy",87.3,2231.28
"9118","CPT-93563","njx sel hrt art congenital hrt cath w/s&i",39.14,149.36
"9119","CPT-93564","njx sel hrt art/grft congenital hrt cath w/s&",40.5,154.55
"9120","CPT-93565","njx sel l vent/atrial angio hrt cath w/s&i",30.39,115.99
"9121","CPT-93566","njx sel r vent/atrial angio hrt cath w/s&i",30.51,116.44
"9122","CPT-93567","njx supravalv aortog hrt cath w/s&i",34.6,132.03
"9123","CPT-93568","njx pulmonary angio hrt cath w/s&i",31.52,120.3
"9124","CPT-93571","iv dop vel&/or press c/flo rsrv meas 1st vsl",67.13,797.2
"9125","CPT-93572","iv dop vel&/or press c/flo rsrv meas addl vsl",37.41,412.18
"9126","CPT-93580","prq tcat clsr cgen intratrl comunicaj w/implt",768.87,2934.32
"9127","CPT-93581","prq tcat clsr cgen ventr septal dfct w/implt",1037.13,3958.11
"9128","CPT-93582","percutan transcath closure pat duct arteriosu",510.28,1947.43
"9129","CPT-93583","percutaneous transcatheter septal reduction t",574.04,2190.78
"9130","CPT-93590","perq transcath cls paravalvr leak 1 mitral va",992.9,3789.32
"9131","CPT-93591","perq transcath cls paravalvr leak 1 aortic va",824.23,3145.63
"9132","CPT-93592","perq transcath cls paravalvr leak each occls",416.77,2481.99
"9133","CPT-93593","r hrt cath chd w/img cath trgt zone nml nt co",159.1,607.19
"9134","CPT-93594","r hrt cath chd w/img cath trgt zon abnl nt co",202.04,771.08
"9135","CPT-93595","l hrt cath chd img cath trgt zon nml/abnl nt",182.38,696.02
"9136","CPT-93596","r&l hrt cath chd img cath trgt zone nml nt co",219.54,837.87
"9137","CPT-93597","r&l hrt cath chd img cath trgt zon abnl nt co",294.28,1123.1
"9138","CPT-93598","car outp meas drg car cath eval cgen hrt defe",48.27,184.22
"9139","CPT-93600","bundle of his recording",52.47,510.07
"9140","CPT-93602","intra-atrial recording",27.4,414.39
"9141","CPT-93603","right ventricular recording",44.08,478.08
"9142","CPT-93609","intra-ventric&/atrial mapg tachycard w/cath m",66.43,1021.94
"9143","CPT-93610","intra-atrial pacing",31.99,564.63
"9144","CPT-93612","intraventricular pacing",39.94,593.95
"9145","CPT-93613","intracardiac electrophysiologic 3d mapping",271.57,1036.42
"9146","CPT-93615","esophgl rec atrial w/wo ventricular electrogr",6.82,155.4
"9147","CPT-93616","esophgl rec atrial w/wo ventr electrgrams w/p",46.53,177.56
"9148","CPT-93618","induction arrhythmia electrical pacing",112.94,1042.33
"9149","CPT-93619","compre electrophysiologic w/o arrhyt inductio",214.65,1898.58
"9150","CPT-93620","compre electrophysiologic arrhythmia inductio",355.32,3089.65
"9151","CPT-93621","compre electrophysiol xm w/left atrial pacng/",84.89,323.98
"9152","CPT-93622","compre electrophysiol xm w/left ventr pacng/r",124.65,475.73
"9153","CPT-93623","programmed stimj&pacg after iv drug nfs",109.9,566.22
"9154","CPT-93624","electrophysiologic follow-up w/pac/rec w/arrh",63.38,929.49
"9155","CPT-93631","intraop epicar&endocar pacg&mapg",290.68,1109.35
"9156","CPT-93640","ephys eval pacg cvdfb lds initial implan/repl",92.14,1229.42
"9157","CPT-93641","ephys eval pacg cvdfb lds w/tstg of pulse gen",115.17,1548.17
"9158","CPT-93642","ephys eval pacg cvdfb prgrmg/reprgrmg paramet",63.6,1215.62
"9159","CPT-93644","ephys eval subq implantable defibrillator",41.5,1002.68
"9160","CPT-93650","icar catheter ablation atrioventr node functi",386.85,1476.37
"9161","CPT-93653","compre ep eval abltj 3d mapg tx svt",552.67,2143.25
"9162","CPT-93654","compre ep eval abltj 3d mapg tx vt",740.16,2824.78
"9163","CPT-93655","icar catheter ablation arrhythmia add on",279.93,1068.35
"9164","CPT-93656","compre ep eval abltj atr fib pulm vein isolat",742.78,2834.78
"9165","CPT-93657","ablate l/r atrial fibril w/ isolated pulm vei",281,1072.42
"9166","CPT-93660","cardiovascular function eval w/tilt table w/m",47.54,433.92
"9167","CPT-93662","intracard echocard w/ther/dx ivntj incl img s",32,813.48
"9168","CPT-93701","biompedance-derived physiologic cv analysis",9.25,100.41
"9169","CPT-93702","bis extracellular fluid alys lymphedema assmn",108.28,413.23
"9170","CPT-93724","electronic analysis antitachy pacemaker syste",18.95,794.57
"9171","CPT-93740","temprature gradient study",5.69,46.56
"9172","CPT-93745","1st set-up & prgrmg phys/qhp of wearable cvdf",14.3,218.28
"9173","CPT-93750","interrogation vad in prson w/phys/qhp analysi",28.21,107.67
"9174","CPT-93770","dermination of venous pressue",1.32,21.71
"9175","CPT-93784","ambulatory bp mntr w/sw 24 hr+ rec scan alys",34.42,131.37
"9176","CPT-93786","ambulatory bp mntr w/sw 24 hr+ recording only",17.52,66.88
"9177","CPT-93788","ambulatory bp mntr w/sw 24 hr+ scanning a/r",3.79,14.48
"9178","CPT-93790","ambulatory bp mntr w/sw 24 hr+ review w/i&r",12.14,46.33
"9179","CPT-93792","pt/caregiver traing for initiation home inr m",41.24,157.39
"9180","CPT-93793","anticoagulant mgmt for pt taking warfarin",8.53,32.54
"9181","CPT-93797","outpatient cardiac rehab w/o cont ecg monitor",3.6,13.75
"9182","CPT-93798","outpatient cardiac rehab w/cont ecg monitorin",5.54,25.9
"9183","CPT-93799","unlisted cardiovascular service/procedure",Inf,-Inf
"9184","CPT-93880","duplex scan extracranial art compl bi study",19.57,471.01
"9185","CPT-93882","duplex scan extracranial art uni/lmtd study",13.61,448.12
"9186","CPT-93886","transcranial doppler stdy intracranial art co",28.28,495.85
"9187","CPT-93888","transcranial doppler stdy intracranial art lm",18.66,472.34
"9188","CPT-93890","transcranial doppler intracran art vasoreac s",35.83,805.11
"9189","CPT-93892","transcranial doppler intracran art emboli det",42.07,923.49
"9190","CPT-93893","transcran doppler intracran art microbubble i",41.77,1002.53
"9191","CPT-93922","non-invas physiologic std extremity art 2 lev",7.59,251.05
"9192","CPT-93923","non-invasive physiologic study extremity 3 le",13.88,446.8
"9193","CPT-93924","n-invas physiologic std lxtr art compl bi",15.4,494.78
"9194","CPT-93925","dup-scan lxtr art/artl bpgs compl bi study",18.88,467.6
"9195","CPT-93926","dup-scan lxtr art/artl bpgs uni/lmtd study",12.88,299.66
"9196","CPT-93930","dup-scan uxtr art/artl bpgs compl bi study",15.21,454.66
"9197","CPT-93931","dup-scan uxtr art/artl bpgs uni/lmtd study",10.12,289.92
"9198","CPT-93970","dup-scan xtr veins complete bilateral study",20.32,467.15
"9199","CPT-93971","dup-scan xtr veins unilateral/limited study",13.26,303.18
"9200","CPT-93975","dup-scan artl flo abdl/pel/scrot&/rpr orgn co",59.21,612.83
"9201","CPT-93976","dup-scan artl flo abdl/pel/scrot&/rpr orgn lm",39.38,541.88
"9202","CPT-93978","dup-scan aorta ivc iliac vascl/bpgs complete",21.65,477.46
"9203","CPT-93979","dup-scan aorta ivc iliac vascl/bpgs uni/lmtd",14.51,305.42
"9204","CPT-93980","dup-scan artl infl&ven o/f pen vsl compl",40.78,441.74
"9205","CPT-93981","dup-scan artl infl&ven o/f pen vsl f-up/lmtd",14.53,401.31
"9206","CPT-93985","duplex scan artl infl&ven o/f hemo compl bi s",21.7,620.16
"9207","CPT-93986","duplex scan artl infl&ven o/f hemo compl uni",14.08,359.6
"9208","CPT-93990","duplex scan hemodialysis access",9.58,342.82
"9209","CPT-93998","unlisted noninvasive vascular diagnostic stud",Inf,-Inf
"9210","CPT-94002","ventilation assist & mgmt inpatient 1st day",68.89,262.93
"9211","CPT-94003","ventilation assist & mgmt inpatient ea sbsq d",49.13,187.51
"9212","CPT-94004","ventilation assist & mgmt nursing fac pr day",35.98,137.32
"9213","CPT-94010","spmtry w/vc expiratory flo w/wo mxml vol vntj",5.11,92.76
"9214","CPT-94011","meas spiromtrc forcd expiratory flo infant&/2",56.44,231.58
"9215","CPT-94012","meas spiro frcd exp flo pre&post bronch inf/2",94.83,367.29
"9216","CPT-94013","measurement lung volumes infant/child/2 yrs",11.97,76.15
"9217","CPT-94014","pt-initiate spirometric recording phys/qhp r&",12.88,114.78
"9218","CPT-94015","patient-initiated spirometric recording",15.44,58.94
"9219","CPT-94016","patient-initiated spirometric phys/qhp r&i on",14.63,61.11
"9220","CPT-94060","brncdilat rspse spmtry pre&post-brncdilat adm",7.66,156.11
"9221","CPT-94070","brncspsm provocation eval mlt spmtry w/admn a",17.88,163.06
"9222","CPT-94150","vital capacity total separate procedure",2.36,65.27
"9223","CPT-94200","max breathing capacity maximal voluntary vent",3.42,65.72
"9224","CPT-94375","respiratory flow volume loop",9.15,99.23
"9225","CPT-94450","breathing response to hypoxia",12.17,172.42
"9226","CPT-94452","high altitude simulatj test w/phys interp&rep",10.65,143.2
"9227","CPT-94453","high altitude simulatj w/phys i&r w/o2 titrat",13.72,204.84
"9228","CPT-94610","intrapulmonary surfactant administj phys/qhp",45.17,172.39
"9229","CPT-94617","xers tst brncspsm pre&post spmtry&pls ox w/ec",21.28,246.79
"9230","CPT-94618","pulmonary stress testing",7.94,85.84
"9231","CPT-94619","xers tst brncspsm pre&post spmtry&pls ox wo /",13.71,182.51
"9232","CPT-94621","cardiopulmonary exercise testing",42.17,406.69
"9233","CPT-94625","phys/qhp svcs op pulm rehab wo cont oximtry m",10.3,39.32
"9234","CPT-94626","phys/qhp svcs op pulm rehab w/cont oximtry mn",14.64,55.86
"9235","CPT-94640","pressurized/nonpressurized inhalation treatme",11.58,55.99
"9236","CPT-94642","pentamidine aersl inhalation pneumocystis/pro",17.7,67.55
"9237","CPT-94644","continuous inhalation treatment 1st hr",33.07,126.2
"9238","CPT-94645","continuous inhalation treatment ea addl hr",11.41,43.54
"9239","CPT-94660","cpap ventilation cpap initiation&mgmt",27.93,106.58
"9240","CPT-94662","continuous negative pressure ventj initiat&mg",26.81,102.34
"9241","CPT-94664","demo&/eval of pt utiliz aersl gen/neb/inhlr/i",12.9,49.22
"9242","CPT-94667","manj ch wall facilitate lng funcj 1 demo&/eva",15.66,59.75
"9243","CPT-94668","manj chest wall facilitate lung function subs",17.75,67.73
"9244","CPT-94669","mechanical chest wall oscillation lung functi",21.37,81.58
"9245","CPT-94680","o2 uptk exp gas analysis rest&xers direct sim",10.24,195.6
"9246","CPT-94681","o2 uptk exp gas alys w/co2 output % o2 xtrc",8.04,229.6
"9247","CPT-94690","o2 uptake exp gas analysis rest indirect spx",3.06,170.5
"9248","CPT-94726","plethysmography lung volumes w/wo airway resi",9.94,179.29
"9249","CPT-94727","gas dilut/washout lung vol w/wo distrib vent&",9.94,139.92
"9250","CPT-94728","airway resistance by oscillometry",9.94,139.92
"9251","CPT-94729","co diffusing capacity",6.63,179.48
"9252","CPT-94760","noninvasive ear/pulse oximetry single deter",2.31,32.98
"9253","CPT-94761","noninvasive ear/pulse oximetry multiple deter",3.63,46.56
"9254","CPT-94762","noninvasive ear/pulse oximetry overnight moni",13.18,92.81
"9255","CPT-94772","circadian respiratry pattern rec 12-24 hr inf",98.74,793.95
"9256","CPT-94774","pediatric apnea monitor attachment phys i&r",45.75,819.88
"9257","CPT-94775","pediatric apnea monitor attachment",31.67,120.87
"9258","CPT-94776","pediatric apnea monitor analyses computer",18.39,620.8
"9259","CPT-94777","pediatric apnea monitor phys/qhp review",24.84,94.8
"9260","CPT-94780","car seat/bed test inft thru 12 mo 60 min",15.1,57.61
"9261","CPT-94781","car seat/bed test inft thru 12 mo ea addl 30",5.24,20
"9262","CPT-94799","unlisted pulmonary service/procedure",Inf,-Inf
"9263","CPT-95004","percutaneous tests w/allergenic extracts",2.89,11.04
"9264","CPT-95012","nitric oxide expired gas determination",13.2,50.39
"9265","CPT-95017","allg tstg perq & ic venoms immed react w/ i&r",1.65,6.3
"9266","CPT-95018","allg test perq & ic drug/biol immed react w/",2.97,11.33
"9267","CPT-95024","intracutaneous tests w/allergenic extracts",0.43,15.26
"9268","CPT-95027","intracutaneous tests w/allergenic xtrcs airbo",2.12,11.81
"9269","CPT-95028","ic tsts w/allgic xtrcs dlyd typ rxn w/reading",6.29,24.01
"9270","CPT-95044","patch/application test specify number tests",3.42,15.56
"9271","CPT-95052","photo patch test specify number tsts",3.06,19.3
"9272","CPT-95056","photo tests",6.31,77.93
"9273","CPT-95060","ophthalmic mucous membrane tests",12.98,57.99
"9274","CPT-95065","direct nasal mucous membrane test",Inf,-Inf
"9275","CPT-95070","inhlj brncl challenge tstg w/histam/methachol",13.36,171.17
"9276","CPT-95076","ingestion challenge test initial 120 minutes",29.52,112.65
"9277","CPT-95079","ingestion challenge test each addl 60 minutes",27.27,104.07
"9278","CPT-95115","prof svcs allg immntx x w/prv allgic xtrcs 1",8.05,39.23
"9279","CPT-95117","prof svcs allg immntx x w/prv allgic xtrcs nj",9.35,49.91
"9280","CPT-95120","prof svcs allg immntx w/prv allgic xtrc 1 njx",10.76,41.07
"9281","CPT-95125","prof svcs allg immntx w/prv allgic xtrc 2/> n",13.21,50.41
"9282","CPT-95130","prof svcs allg immntx w/prv xtrc 1 sting inse",18.59,70.93
"9283","CPT-95131","prof svcs allg immntx w/prv xtrc 2 sting inse",23.47,89.59
"9284","CPT-95132","prof svcs allg immntx w/prv xtrc 3 sting inse",28.37,108.26
"9285","CPT-95133","prof svcs allg immntx w/prv xtrc 4 sting inse",34.24,130.66
"9286","CPT-95134","prof svcs allg immntx w/prv xtrc 5 sting inse",41.08,156.78
"9287","CPT-95144","prepj& antigen prv allergen immunotherapy 1 d",1.78,6.84
"9288","CPT-95145","prepj& antigen allergen immunotherapy 1 insec",1.78,6.81
"9289","CPT-95146","prepj& antigen allergen immunotherapy 2 insec",1.78,7.64
"9290","CPT-95147","prepj& antigen allergen immunotherapy 3 insec",1.78,45.42
"9291","CPT-95148","prepj& antigen allergen immunotherapy 4 insec",1.78,7.64
"9292","CPT-95149","prepj& antigen allergen immunotherapy 5 insec",1.78,7.64
"9293","CPT-95165","prepj& allergen immunotherapy 1/mlt antigen",1.86,24.01
"9294","CPT-95170","prepj& antigen allergen immunotherapy whl ins",2,9.68
"9295","CPT-95180","rapid desensitization procedure each hour",74.82,285.54
"9296","CPT-95249","cont gluc monitoring patient provided equipme",37.86,144.48
"9297","CPT-95250","cont gluc mntr physician/qhp provided equipme",107.33,409.61
"9298","CPT-95251","continuous glucose monitoring analysis i&r",26.03,105.32
"9299","CPT-95700","eeg cont rec w/video by tech min 8 channels",170.78,651.75
"9300","CPT-95705","eeg w/o video by tech 2-12 hr unmonitored",68.31,260.7
"9301","CPT-95706","eeg w/o video by tech 2-12 hr intermittent mn",284.17,1084.51
"9302","CPT-95707","eeg w/o video by tech 2-12hr continuous r-t m",355.21,1355.64
"9303","CPT-95708","eeg w/o vid by tech ea incr 12-26hr unmonitor",102.47,391.05
"9304","CPT-95709","eeg w/o vid by tech ea incr 12-26 hr intmt mn",567.66,2166.42
"9305","CPT-95710","eeg w/o vid tech ea incr 12-26 hr cont r-t mn",709.74,2708.67
"9306","CPT-95711","veeg by tech 2-12 hours unmonitored",85.39,325.88
"9307","CPT-95712","veeg by tech 2-12 hr intermittent monitoring",341.55,1303.5
"9308","CPT-95713","veeg by tech 2-12 hr continuous r-t monitorin",426.94,1629.38
"9309","CPT-95714","veeg by tech ea incr 12-26 hr unmonitored",136.62,521.4
"9310","CPT-95715","veeg by tech ea incr 12-26 hr intermittent mn",683.1,2607
"9311","CPT-95716","veeg by tech ea incr 12-26 hr cont r-t mntr",853.88,3258.75
"9312","CPT-95717","eeg phys/qhp 2-12 hr without video",78.98,301.42
"9313","CPT-95718","eeg phys/qhp 2-12 hr with veeg",104.33,398.16
"9314","CPT-95719","eeg phys/qhp ea incr>12hr<26hr after 24hr wo",123.03,469.52
"9315","CPT-95720","eeg phys/qhp ea incr>12hr<26hr after 24hr w/v",161.62,616.79
"9316","CPT-95721","eeg complete std phys/qhp>36 hr<60 hr w/o vid",162.22,619.09
"9317","CPT-95722","eeg complete std phys/qhp>36 hr<60 hr w/veeg",197.28,752.9
"9318","CPT-95723","eeg complete std phys/qhp>60 hr<84 hr w/o vid",201.01,767.15
"9319","CPT-95724","eeg complete std phys/qhp>60 hr<84 hr w/veeg",251.5,959.83
"9320","CPT-95725","eeg complete std phys/qhp>84 hr w/o vid",228.72,872.89
"9321","CPT-95726","eeg complete std phys/qhp>84 hr w/veeg",317.8,1212.87
"9322","CPT-95782","polysom <6 yrs sleep stage 4/> addl param att",87.5,2911.9
"9323","CPT-95783","polysom <6 yrs sleep w/cpap/bilvl vent 4/> pa",95.43,3047.97
"9324","CPT-95800","slp stdy unatnd w/hrt rate/o2 sat/resp/slp ti",32.19,447.86
"9325","CPT-95801","slp stdy unatnd w/min hrt rate/o2 sat/resp an",31.96,258.5
"9326","CPT-95803","actigraphy testing recording analysis i&r",29.5,424.32
"9327","CPT-95805","mlt sleep latency/maint of wakefulness tstg",39.02,1269.32
"9328","CPT-95806","sleep std airflow hrt rate&o2 sat effort unat",37.78,473.35
"9329","CPT-95807","sleep std rec vntj respir ecg/hrt rate&o2 att",41.31,1325.61
"9330","CPT-95808","polysom any age sleep stage 1-3 addl param at",57.95,1890.62
"9331","CPT-95810","polysom 6/>yrs sleep 4/> addl param attnd",80.76,1727.23
"9332","CPT-95811","polysom 6/>yrs sleep w/cpap 4/> addl param at",84,1816.53
"9333","CPT-95812","electroencephalogram extend monitoring 41-60",33.35,1011.71
"9334","CPT-95813","eeg extended monitoring 61-119 minutes",53.35,1154.95
"9335","CPT-95816","electroencephalogram w/rec awake&drowsy",33.57,929.02
"9336","CPT-95819","electroencephalogram w/rec awake&asleep",33.35,1068.23
"9337","CPT-95822","electroencephalogram rec coma/sleep only",33.35,956.03
"9338","CPT-95824","electroencephalogram cere death eval only",22.82,175.38
"9339","CPT-95829","electrocorticogram surgery spx",211.95,4982.55
"9340","CPT-95830","insertion sphenoidal electrodes eeg phys/qhp",59.02,225.24
"9341","CPT-95836","ecog implanted brain npgt w/rec i&r <30 days",77.99,297.65
"9342","CPT-95851","rom meas&reprt ea xtr ex hand/ea trnk sctj sp",3.32,19.3
"9343","CPT-95852","rom meas&reprt hand w/wo comparison normal si",2.59,16.51
"9344","CPT-95857","cholinesterase inhibitor challenge test",19.54,74.58
